ID,Sura_No,Verse_No,Word_No,Segment_No,Word,Without_Diacritics,Segmented_Word,Morph_Tag,Morph_Type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Gloss
85,2,7,9,1,غِشَاوَةٌ,غشاوة,غشاو,GERUND,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-a-veil
85,2,7,9,2,غِشَاوَةٌ,غشاوة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,(is)-a-veil
86,2,7,10,1,وَلَهُمْ,ولهم,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-for-them
86,2,7,10,2,وَلَهُمْ,ولهم,ل,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-for-them
86,2,7,10,3,وَلَهُمْ,ولهم,هم,POSS_PRON,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-for-them
87,2,7,11,1,عَذَابٌ,عذاب,عذاب,NOUN_ABSTRACT,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-a-punishment
88,2,7,12,1,عَظِيمٌ,عظيم,عظيم,ADJ_QUALIT,Stem,,DECLN,ADJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,great
89,2,8,1,1,وَمِنَ,ومن,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-of
89,2,8,1,2,وَمِنَ,ومن,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-of
90,2,8,2,1,النَّاسِ,الناس,ال,DET,Prefix,,DEF_ART,,,,,,,the-people
90,2,8,2,2,النَّاسِ,الناس,ناس,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-people
91,2,8,3,1,مَنْ,من,من,REL_PRON,Stem,,REL_PRON,SUBJ,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,(are-some)-who
92,2,8,4,1,يَقُولُ,يقول,ي,IMPERF_PREF,Prefix,,,,,,,,,say
92,2,8,4,2,يَقُولُ,يقول,قول,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,say
93,2,8,5,1,آمَنَّا,آمنا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,we-believed
93,2,8,5,2,آمَنَّا,آمنا,نا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,we-believed
94,2,8,6,1,بِاللَّهِ,بالله,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,in-allah
94,2,8,6,2,بِاللَّهِ,بالله,ال,DET,Prefix,,,,,,,,,in-allah
94,2,8,6,3,بِاللَّهِ,بالله,له,NOUN_PROP,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,in-allah
95,2,8,7,1,وَبِالْيَوْمِ,وباليوم,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-in-the-day
95,2,8,7,2,وَبِالْيَوْمِ,وباليوم,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,and-in-the-day
95,2,8,7,3,وَبِالْيَوْمِ,وباليوم,ال,DET,Prefix,,DEF_ART,,,,,,,and-in-the-day
95,2,8,7,4,وَبِالْيَوْمِ,وباليوم,يوم,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,and-in-the-day
96,2,8,8,1,الْآخِرِ,الآخر,ال,DET,Prefix,,DEF_ART,,,,,,,[the]-last
96,2,8,8,2,الْآخِرِ,الآخر,آخر,ADJ_COMP,Stem,,DECLN,ADJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,[the]-last
96,2,8,8,3,الْآخِرِ,الآخر,(null),CASE_DEF_GEN,Suffix,,,,,,,,,[the]-last
97,2,8,9,1,وَمَا,وما,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,but-not
97,2,8,9,2,وَمَا,وما,ما,NEG_PART,Stem,,INVAR,NEG_MAA,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,but-not
98,2,8,10,1,هُمْ,هم,هم,PRON,Stem,,DISJ_INV_PRON,SUBJ_COP_V,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they
99,2,8,11,1,بِمُؤْمِنِينَ,بمؤمنين,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,(are)-believers-(at-all)
99,2,8,11,2,بِمُؤْمِنِينَ,بمؤمنين,مؤمن,NOUN_ACTIVE_PART,Stem,,DECLN,V_COP_PRED,NOT_CONSTRUCT,ACCUSATIVE,YAA,,,(are)-believers-(at-all)
99,2,8,11,3,بِمُؤْمِنِينَ,بمؤمنين,ين,NSUFF_MASC_PL_GEN,Suffix,,,,,,,,,(are)-believers-(at-all)
100,2,9,1,1,يُخَادِعُونَ,يخادعون,ي,IMPERF_PREF,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-seek-to-deceive
100,2,9,1,2,يُخَادِعُونَ,يخادعون,خادع,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-seek-to-deceive
100,2,9,1,3,يُخَادِعُونَ,يخادعون,ون,SUBJ_PRON,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-seek-to-deceive
101,2,9,2,1,اللَّهَ,الله,ال,DET,Prefix,,,,,,,,,allah
101,2,9,2,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,allah
102,2,9,3,1,وَالَّذِينَ,والذين,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-those-who
102,2,9,3,2,وَالَّذِينَ,والذين,الذين,REL_PRON,Stem,,REL_PRON,CONJ_N,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,and-those-who
103,2,9,4,1,آمَنُوا,آمنوا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,believe[d]
103,2,9,4,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believe[d]
104,2,9,5,1,وَمَا,وما,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-not
104,2,9,5,2,وَمَا,وما,ما,NEG_PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-not
105,2,9,6,1,يَخْدَعُونَ,يخدعون,ي,IMPERF_PREF,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-deceive
105,2,9,6,2,يَخْدَعُونَ,يخدعون,خدع,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,they-deceive
105,2,9,6,3,يَخْدَعُونَ,يخدعون,ون,SUBJ_PRON,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-deceive
106,2,9,7,1,إِلَّا,إلا,إلا,EXCEPT_PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,except
107,2,9,8,1,أَنْفُسَهُمْ,أنفسهم,أنفس,NOUN_ABSTRACT,Stem,,DECLN,OBJ,CONSTRUCT,ACCUSATIVE,FATHA,,,themselves
107,2,9,8,2,أَنْفُسَهُمْ,أنفسهم,هم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,themselves
108,2,9,9,1,وَمَا,وما,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-not
108,2,9,9,2,وَمَا,وما,ما,NEG_PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-not
109,2,9,10,1,يَشْعُرُونَ,يشعرون,ي,IMPERF_PREF,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-realize-(it)
109,2,9,10,2,يَشْعُرُونَ,يشعرون,شعر,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-realize-(it)
109,2,9,10,3,يَشْعُرُونَ,يشعرون,ون,SUBJ_PRON,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-realize-(it)
110,2,10,1,1,فِي,في,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,in
111,2,10,2,1,قُلُوبِهِمْ,قلوبهم,قلوب,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,their-hearts
111,2,10,2,2,قُلُوبِهِمْ,قلوبهم,(null),CASE_DEF_GEN,Suffix,,,,,,,,,their-hearts
111,2,10,2,3,قُلُوبِهِمْ,قلوبهم,هم,POSS_PRON_3MP,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,their-hearts
112,2,10,3,1,مَرَضٌ,مرض,مرض,GERUND,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-a-disease
112,2,10,3,2,مَرَضٌ,مرض,(null),CASE_INDEF_GEN,Suffix,,,,,,,,,(is)-a-disease
113,2,10,4,1,فَزَادَهُمُ,فزادهم,ف,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,so-has-increased-them
113,2,10,4,2,فَزَادَهُمُ,فزادهم,زاد,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,so-has-increased-them
113,2,10,4,3,فَزَادَهُمُ,فزادهم,هم,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,so-has-increased-them
114,2,10,5,1,اللَّهُ,الله,ال,DET,Prefix,,,,,,,,,allah
114,2,10,5,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,allah
115,2,10,6,1,مَرَضَاً,مرضا,مرض,GERUND,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,(in)-disease;
115,2,10,6,2,مَرَضَاً,مرضا,ا,CASE_INDEF_ACC,Suffix,,,,,,,,,(in)-disease;
116,2,10,7,1,وَلَهُمْ,ولهم,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-for-them
116,2,10,7,2,وَلَهُمْ,ولهم,ل,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-for-them
116,2,10,7,3,وَلَهُمْ,ولهم,هم,POSS_PRON,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,and-for-them
117,2,10,8,1,عَذَابٌ,عذاب,عذاب,NOUN_ABSTRACT,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-a-punishment
118,2,10,9,1,أَلِيمٌ,أليم,أليم,ADJ_QUALIT,Stem,,DECLN,ADJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,painful
118,2,10,9,2,أَلِيمٌ,أليم,(null),CASE_INDEF_GEN,Suffix,,,,,,,,,painful
119,2,10,10,1,بِمَا,بما,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,because
119,2,10,10,2,بِمَا,بما,ما,REL_PRON,Stem,,INVAR,COMPL,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,because
120,2,10,11,1,كَانُوا,كانوا,كان,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-used-to
120,2,10,11,2,كَانُوا,كانوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,SUBJ_COP_V,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-used-to
121,2,10,12,1,يَكْذِبُونَ,يكذبون,ي,IMPERF_PREF,Prefix,,,,,,,,,[they]-lie
121,2,10,12,2,يَكْذِبُونَ,يكذبون,كذب,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,NUN,,,[they]-lie
121,2,10,12,3,يَكْذِبُونَ,يكذبون,و,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[they]-lie
121,2,10,12,4,يَكْذِبُونَ,يكذبون,ن,NOON_V5,Suffix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,[they]-lie
122,2,11,1,1,وَإِذَا,وإذا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-when
122,2,11,1,2,وَإِذَا,وإذا,إذا,ADV,Stem,,COND_NOUN,ADV_TIME,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,and-when
123,2,11,2,1,قِيلَ,قيل,قيل,PV_PASS,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,it-is-said
124,2,11,3,1,لَهُمْ,لهم,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,,,to-them
124,2,11,3,2,لَهُمْ,لهم,هم,PRON,Stem,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,to-them
125,2,11,4,1,لَا,لا,لا,NEG_PART,Stem,,INVAR,PART_JUSSIVE,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,(do)-not
126,2,11,5,1,تُفْسِدُوا,تفسدوا,ت,IMPERF_PREF,Prefix,,,,,,,,,spread-corruption
126,2,11,5,2,تُفْسِدُوا,تفسدوا,فسد,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_NUN,,,spread-corruption
126,2,11,5,3,تُفْسِدُوا,تفسدوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,spread-corruption
127,2,11,6,1,فِي,في,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,in
128,2,11,7,1,الْأَرْضِ,الأرض,ال,DET,Prefix,,DEF_ART,,,,,,,the-earth
128,2,11,7,2,الْأَرْضِ,الأرض,أرض,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-earth
128,2,11,7,3,الْأَرْضِ,الأرض,(null),CASE_DEF_GEN,Suffix,,,,,,,,,the-earth
129,2,11,8,1,قَالُوا,قالوا,قال,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-say
129,2,11,8,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-say
130,2,11,9,1,إِنَّمَا,إنما,إنما,KAAFA_MAKFOUFA,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,only
131,2,11,10,1,نَحْنُ,نحن,نحن,PRON,Stem,,DISJ_INV_PRON,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,we
132,2,11,11,1,مُصْلِحُونَ,مصلحون,مصلح,NOUN_ACTIVE_PART,Stem,,DECLN,PRED,NOT_CONSTRUCT,NOMINATIVE,WAW,,,(are)-reformers
132,2,11,11,2,مُصْلِحُونَ,مصلحون,ون,NSUFF_MASC_PL_NOM,Suffix,,,,,,,,,(are)-reformers
133,2,12,1,1,أَلَا,ألا,ألا,OTHER,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,beware
134,2,12,2,1,إِنَّهُمْ,إنهم,إن,ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,JUSSIVE,FATHA,,,indeed-they
134,2,12,2,2,إِنَّهُمْ,إنهم,هم,PRON_3MP,Suffix,,JONT_PRON,SUBJ_COP_PART,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,indeed-they
135,2,12,3,1,هُمُ,هم,هم,PRON,Stem,,DISJ_INV_PRON,SUBJ,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,themselves
136,2,12,4,1,الْمُفْسِدُونَ,المفسدون,ال,DET,Prefix,,DEF_ART,,,,,,,(are)-the-ones-who-spread-corruption
136,2,12,4,2,الْمُفْسِدُونَ,المفسدون,مفسد,NOUN_ACTIVE_PART,Stem,,DECLN,PRED,NOT_CONSTRUCT,NOMINATIVE,WAW,,,(are)-the-ones-who-spread-corruption
136,2,12,4,3,الْمُفْسِدُونَ,المفسدون,ون,NSUFF_MASC_PL_NOM,Suffix,,,,,,,,,(are)-the-ones-who-spread-corruption
137,2,12,5,1,وَلَكِنْ,ولكن,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,[and]-but
137,2,12,5,2,وَلَكِنْ,ولكن,لكن,PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[and]-but
138,2,12,6,1,لَا,لا,لا,NEG_PART,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,not
139,2,12,7,1,يَشْعُرُونَ,يشعرون,ي,IMPERF_PREF,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-realize-(it)
139,2,12,7,2,يَشْعُرُونَ,يشعرون,شعر,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-realize-(it)
139,2,12,7,3,يَشْعُرُونَ,يشعرون,ون,SUBJ_PRON,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-realize-(it)
140,2,13,1,1,وَإِذَا,وإذا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-when
140,2,13,1,2,وَإِذَا,وإذا,إذا,ADV,Stem,,COND_NOUN,ADV_TIME,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-when
141,2,13,2,1,قِيلَ,قيل,قيل,PV_PASS,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,it-is-said
142,2,13,3,1,لَهُمْ,لهم,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,,,to-them
142,2,13,3,2,لَهُمْ,لهم,هم,PRON,Stem,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,to-them
143,2,13,4,1,آمِنُوا,آمنوا,آمن,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,DEL_NUN,,,believe
143,2,13,4,2,آمِنُوا,آمنوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believe
144,2,13,5,1,كَمَا,كما,ك,PREP,Prefix,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,as
144,2,13,5,2,كَمَا,كما,ما,REL_PRON,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,as
145,2,13,6,1,آمَنَ,آمن,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,JUSSIVE,FATHA,,,believed
146,2,13,7,1,النَّاسُ,الناس,ال,DET,Prefix,,DEF_ART,,,,,,,the-people
146,2,13,7,2,النَّاسُ,الناس,ناس,NOUN_CONCRETE,Stem,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,the-people
147,2,13,8,1,قَالُوا,قالوا,قال,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-say
147,2,13,8,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-say
148,2,13,9,1,أَنُؤْمِنُ,أنؤمن,أ,INTERROG,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,should-we-believe
148,2,13,9,2,أَنُؤْمِنُ,أنؤمن,ن,IMPERF_PREF,Prefix,,,,,,,,,should-we-believe
148,2,13,9,3,أَنُؤْمِنُ,أنؤمن,ؤمن,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,DHAMMA,,,should-we-believe
149,2,13,10,1,كَمَا,كما,ك,PREP,Prefix,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,as
149,2,13,10,2,كَمَا,كما,ما,REL_PRON,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,as
150,2,13,11,1,آمَنَ,آمن,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,believed
151,2,13,12,1,السُّفَهَاءُ,السفهاء,ال,DET,Prefix,,DEF_ART,,,,,,,the-fools
151,2,13,12,2,السُّفَهَاءُ,السفهاء,سفهاء,ADJ_QUALIT,Stem,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,the-fools
152,2,13,13,1,أَلَا,ألا,ألا,OTHER,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,beware
153,2,13,14,1,إِنَّهُمْ,إنهم,إن,ANNUL_PART,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,certainly-they
153,2,13,14,2,إِنَّهُمْ,إنهم,هم,PRON_3MP,Suffix,,JONT_PRON,,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,certainly-they
154,2,13,15,1,هُمُ,هم,هم,PRON,Stem,,DISJ_INV_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,themselves
155,2,13,16,1,السُّفَهَاءُ,السفهاء,ال,DET,Prefix,,DEF_ART,,,,,,,(are)-the-fools
155,2,13,16,2,السُّفَهَاءُ,السفهاء,سفهاء,ADJ_QUALIT,Stem,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(are)-the-fools
156,2,13,17,1,وَلَكِنْ,ولكن,و,CONJ,Prefix,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,[and]-but
156,2,13,17,2,وَلَكِنْ,ولكن,لكن,PART,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[and]-but
157,2,13,18,1,لَا,لا,لا,NEG_PART,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,not
158,2,13,19,1,يَعْلَمُونَ,يعلمون,ي,IMPERF_PREF,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-know
158,2,13,19,2,يَعْلَمُونَ,يعلمون,علم,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-know
158,2,13,19,3,يَعْلَمُونَ,يعلمون,ون,SUBJ_PRON,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-know
159,2,14,1,1,وَإِذَا,وإذا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-when
159,2,14,1,2,وَإِذَا,وإذا,إذا,ADV,Stem,,COND_NOUN,ADV_TIME,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,and-when
160,2,14,2,1,لَقُوا,لقوا,لق,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,IMP_DHAMMA,,,they-meet
160,2,14,2,2,لَقُوا,لقوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-meet
161,2,14,3,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,those-who
162,2,14,4,1,آمَنُوا,آمنوا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,believe[d]
162,2,14,4,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believe[d]
163,2,14,5,1,قَالُوا,قالوا,قال,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-say
163,2,14,5,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-say
164,2,14,6,1,آمَنَّا,آمنا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,we-believe[d]
164,2,14,6,2,آمَنَّا,آمنا,نا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,we-believe[d]
165,2,14,7,1,وَإِذَا,وإذا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,but-when
165,2,14,7,2,وَإِذَا,وإذا,إذا,ADV,Stem,,COND_NOUN,ADV_TIME,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,but-when
166,2,14,8,1,خَلَوْا,خلوا,خل,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-are-alone
166,2,14,8,2,خَلَوْا,خلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-are-alone
167,2,14,9,1,إِلَى,إلى,إلى,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,with
168,2,14,10,1,شَيَاطِينِهِمْ,شياطينهم,شياطين,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,their-evil-ones
168,2,14,10,2,شَيَاطِينِهِمْ,شياطينهم,هم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,their-evil-ones
169,2,14,11,1,قَالُوا,قالوا,قال,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-say
169,2,14,11,2,قَالُوا,قالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-say
170,2,14,12,1,إِنَّا,إنا,إن,INF_ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,indeed-we
170,2,14,12,2,إِنَّا,إنا,نا,POSS_PRON,Suffix,,JONT_PRON,SUBJ_COP_PART,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,indeed-we
